level,state,district
state-lower,MI,71
state-lower,MI,72
state-lower,MI,73
state-lower,MI,74
state-lower,MI,75
state-lower,MI,76
state-lower,MI,77
state-lower,MI,78
state-lower,MI,79
state-lower,MI,80
state-lower,MI,81
state-lower,MI,82
state-lower,MI,83
state-lower,MI,84
state-lower,MI,85
state-lower,MI,86
state-lower,MI,87
state-lower,MI,88
state-lower,MI,89
state-lower,MI,90
state-lower,MI,91
state-lower,MI,92
state-lower,MI,93
state-lower,MI,94
state-lower,MI,95
state-lower,MI,96
state-lower,MI,97
state-lower,MI,98
state-lower,MI,99
state-lower,MI,100
state-lower,MI,101
state-lower,MI,102
state-lower,MI,103
state-lower,MI,104
state-lower,MI,105
state-lower,MI,106
state-lower,MI,107
state-lower,MI,108
state-lower,MI,109
state-lower,MI,110
state-lower,MN,1A
state-lower,MN,1B
state-lower,MN,2A
state-lower,MN,2B
state-lower,MN,3A
state-lower,MN,3B
state-lower,MN,4A
state-lower,MN,4B
state-lower,MN,5A
state-lower,MN,5B
state-lower,MN,6A
state-lower,MN,6B
state-lower,MN,7A
state-lower,MN,7B
state-lower,MN,8A
state-lower,MN,8B
state-lower,MN,9A
state-lower,MN,9B
state-lower,MN,10A
state-lower,MN,10B
state-lower,MN,11A
state-lower,MN,11B
state-lower,MN,12A
state-lower,MN,12B
state-lower,MN,13A
state-lower,MN,13B
state-lower,MN,14A
state-lower,MN,14B
state-lower,MN,15A
state-lower,MN,15B
state-lower,MN,16A
state-lower,MN,16B
state-lower,MN,17A
state-lower,MN,17B
state-lower,MN,18A
state-lower,MN,18B
state-lower,MN,19A
state-lower,MN,19B
state-lower,MN,20A
state-lower,MN,20B
state-lower,MN,21A
state-lower,MN,21B
state-lower,MN,22A
state-lower,MN,22B
state-lower,MN,23A
state-lower,MN,23B
state-lower,MN,24A
state-lower,MN,24B
state-lower,MN,25A
state-lower,MN,25B
state-lower,MN,26A
state-lower,MN,26B
state-lower,MN,27A
state-lower,MN,27B
state-lower,MN,28A
state-lower,MN,28B
state-lower,MN,29A
state-lower,MN,29B
state-lower,MN,30A
state-lower,MN,30B
state-lower,MN,31A
state-lower,MN,31B
state-lower,MN,32A
state-lower,MN,32B
state-lower,MN,33A
state-lower,MN,33B
state-lower,MN,34A
state-lower,MN,34B
state-lower,MN,35A
state-lower,MN,35B
state-lower,MN,36A
state-lower,MN,36B
state-lower,MN,37A
state-lower,MN,37B
state-lower,MN,38A
state-lower,MN,38B
state-lower,MN,39A
state-lower,MN,39B
state-lower,MN,40A
state-lower,MN,40B
state-lower,MN,41A
state-lower,MN,41B
state-lower,MN,42A
state-lower,MN,42B
state-lower,MN,43A
state-lower,MN,43B
state-lower,MN,44A
state-lower,MN,44B
state-lower,MN,45A
state-lower,MN,45B
state-lower,MN,46A
state-lower,MN,46B
state-lower,MN,47A
state-lower,MN,47B
state-lower,MN,48A
state-lower,MN,48B
state-lower,MN,49A
state-lower,MN,49B
state-lower,MN,50A
state-lower,MN,50B
state-lower,MN,51A
state-lower,MN,51B
state-lower,MN,52A
state-lower,MN,52B
state-lower,MN,53A
state-lower,MN,53B
state-lower,MN,54A
state-lower,MN,54B
state-lower,MN,55A
state-lower,MN,55B
state-lower,MN,56A
state-lower,MN,56B
state-lower,MN,57A
state-lower,MN,57B
state-lower,MN,58A
state-lower,MN,58B
state-lower,MN,59A
state-lower,MN,59B
state-lower,MN,60A
state-lower,MN,60B
state-lower,MN,61A
state-lower,MN,61B
state-lower,MN,62A
state-lower,MN,62B
state-lower,MN,63A
state-lower,MN,63B
state-lower,MN,64A
state-lower,MN,64B
state-lower,MN,65A
state-lower,MN,65B
state-lower,MN,66A
state-lower,MN,66B
state-lower,MN,67A
state-lower,MN,67B
state-lower,MO,1
state-lower,MO,2
state-lower,MO,3
state-lower,MO,4
state-lower,MO,5
state-lower,MO,6
state-lower,MO,7
state-lower,MO,8
state-lower,MO,9
state-lower,MO,10
state-lower,MO,11
state-lower,MO,12
state-lower,MO,13
state-lower,MO,14
state-lower,MO,15
state-lower,MO,16
state-lower,MO,17
state-lower,MO,18
state-lower,MO,19
state-lower,MO,20
state-lower,MO,21
state-lower,MO,22
state-lower,MO,23
state-lower,MO,24
state-lower,MO,25
state-lower,MO,26
state-lower,MO,27
state-lower,MO,28
state-lower,MO,29
state-lower,MO,30
state-lower,MO,31
state-lower,MO,32
state-lower,MO,33
state-lower,MO,34
state-lower,MO,35
state-lower,MO,36
state-lower,MO,37
state-lower,MO,38
state-lower,MO,39
state-lower,MO,40
state-lower,MO,41
state-lower,MO,42
state-lower,MO,43
state-lower,MO,44
state-lower,MO,45
state-lower,MO,46
state-lower,MO,47
state-lower,MO,48
state-lower,MO,49
state-lower,MO,50
state-lower,MO,51
state-lower,MO,52
state-lower,MO,53
state-lower,MO,54
state-lower,MO,55
state-lower,MO,56
state-lower,MO,57
state-lower,MO,58
state-lower,MO,59
state-lower,MO,60
state-lower,MO,61
state-lower,MO,62
state-lower,MO,63
state-lower,MO,64
state-lower,MO,65
state-lower,MO,66
state-lower,MO,67
state-lower,MO,68
state-lower,MO,69
state-lower,MO,70
state-lower,MO,71
state-lower,MO,72
state-lower,MO,73
state-lower,MO,74
state-lower,MO,75
state-lower,MO,76
state-lower,MO,77
state-lower,MO,78
state-lower,MO,79
state-lower,MO,80
state-lower,MO,81
state-lower,MO,82
state-lower,MO,83
state-lower,MO,84
state-lower,MO,85
state-lower,MO,86
state-lower,MO,87
state-lower,MO,88
state-lower,MO,89
state-lower,MO,90
state-lower,MO,91
state-lower,MO,92
state-lower,MO,93
state-lower,MO,94
state-lower,MO,95
state-lower,MO,96
state-lower,MO,97
state-lower,MO,98
state-lower,MO,99
state-lower,MO,100
state-lower,MO,101
state-lower,MO,102
state-lower,MO,103
state-lower,MO,104
state-lower,MO,105
state-lower,MO,106
state-lower,MO,107
state-lower,MO,108
state-lower,MO,109
state-lower,MO,110
state-lower,MO,111
state-lower,MO,112
state-lower,MO,113
state-lower,MO,114
state-lower,MO,115
state-lower,MO,116
state-lower,MO,117
state-lower,MO,118
state-lower,MO,119
state-lower,MO,120
state-lower,MO,121
state-lower,MO,122
state-lower,MO,123
state-lower,MO,124
state-lower,MO,125
state-lower,MO,126
state-lower,MO,127
state-lower,MO,128
state-lower,MO,129
state-lower,MO,130
state-lower,MO,131
state-lower,MO,132
state-lower,MO,133
state-lower,MO,134
state-lower,MO,135
state-lower,MO,136
state-lower,MO,137
state-lower,MO,138
state-lower,MO,139
state-lower,MO,140
state-lower,MO,141
state-lower,MO,142
state-lower,MO,143
state-lower,MO,144
state-lower,MO,145
state-lower,MO,146
state-lower,MO,147
state-lower,MO,148
state-lower,MO,149
state-lower,MO,150
state-lower,MO,151
state-lower,MO,152
state-lower,MO,153
state-lower,MO,154
state-lower,MO,155
state-lower,MO,156
state-lower,MO,157
state-lower,MO,158
state-lower,MO,159
state-lower,MO,160
state-lower,MO,161
state-lower,MO,162
state-lower,MO,163
state-lower,MS,1
state-lower,MS,2
state-lower,MS,3
state-lower,MS,4
state-lower,MS,5
state-lower,MS,6
state-lower,MS,7
state-lower,MS,8
state-lower,MS,9
state-lower,MS,10
state-lower,MS,11
state-lower,MS,12
state-lower,MS,13
state-lower,MS,14
state-lower,MS,15
state-lower,MS,16
state-lower,MS,17
state-lower,MS,18
state-lower,MS,19
state-lower,MS,20
state-lower,MS,21
state-lower,MS,22
state-lower,MS,23
state-lower,MS,24
state-lower,MS,25
state-lower,MS,26
state-lower,MS,27
state-lower,MS,28
state-lower,MS,29
state-lower,MS,30
state-lower,MS,31
state-lower,MS,32
state-lower,MS,33
state-lower,MS,34
state-lower,MS,35
state-lower,MS,36
state-lower,MS,37
state-lower,MS,38
state-lower,MS,39
state-lower,MS,40
state-lower,MS,41
state-lower,MS,42
state-lower,MS,43
state-lower,MS,44
state-lower,MS,45
state-lower,MS,46
state-lower,MS,47
state-lower,MS,48
state-lower,MS,49
state-lower,MS,50
state-lower,MS,51
state-lower,MS,52
state-lower,MS,53
state-lower,MS,54
state-lower,MS,55
state-lower,MS,56
state-lower,MS,57
state-lower,MS,58
state-lower,MS,59
state-lower,MS,60
state-lower,MS,61
state-lower,MS,62
state-lower,MS,63
state-lower,MS,64
state-lower,MS,65
state-lower,MS,66
state-lower,MS,67
state-lower,MS,68
state-lower,MS,69
state-lower,MS,70
state-lower,MS,71
state-lower,MS,72
state-lower,MS,73
state-lower,MS,74
state-lower,MS,75
state-lower,MS,76
state-lower,MS,77
state-lower,MS,78
state-lower,MS,79
state-lower,MS,80
state-lower,MS,81
state-lower,MS,82
state-lower,MS,83
state-lower,MS,84
state-lower,MS,85
state-lower,MS,86
state-lower,MS,87
state-lower,MS,88
state-lower,MS,89
state-lower,MS,90
state-lower,MS,91
state-lower,MS,92
state-lower,MS,93
state-lower,MS,94
state-lower,MS,95
state-lower,MS,96
state-lower,MS,97
state-lower,MS,98
state-lower,MS,99
state-lower,MS,100
state-lower,MS,101
state-lower,MS,102
state-lower,MS,103
state-lower,MS,104
state-lower,MS,105
state-lower,MS,106
state-lower,MS,107
state-lower,MS,108
state-lower,MS,109
state-lower,MS,110
state-lower,MS,111
state-lower,MS,112
state-lower,MS,113
state-lower,MS,114
state-lower,MS,115
state-lower,MS,116
state-lower,MS,117
state-lower,MS,118
state-lower,MS,119
state-lower,MS,120
state-lower,MS,121
state-lower,MS,122
state-lower,MT,1
state-lower,MT,2
state-lower,MT,3
state-lower,MT,4
state-lower,MT,5
state-lower,MT,6
state-lower,MT,7
state-lower,MT,8
state-lower,MT,9
state-lower,MT,10
state-lower,MT,11
state-lower,MT,12
state-lower,MT,13
state-lower,MT,14
state-lower,MT,15
state-lower,MT,16
state-lower,MT,17
state-lower,MT,18
state-lower,MT,19
state-lower,MT,20
state-lower,MT,21
state-lower,MT,22
state-lower,MT,23
state-lower,MT,24
state-lower,MT,25
state-lower,MT,26
state-lower,MT,27
state-lower,MT,28
state-lower,MT,29
state-lower,MT,30
state-lower,MT,31
state-lower,MT,32
state-lower,MT,33
state-lower,MT,34
state-lower,MT,35
state-lower,MT,36
state-lower,MT,37
state-lower,MT,38
state-lower,MT,39
state-lower,MT,40
state-lower,MT,41
state-lower,MT,42
state-lower,MT,43
state-lower,MT,44
state-lower,MT,45
state-lower,MT,46
state-lower,MT,47
state-lower,MT,48
state-lower,MT,49
state-lower,MT,50
state-lower,MT,51
state-lower,MT,52
state-lower,MT,53
state-lower,MT,54
state-lower,MT,55
state-lower,MT,56
state-lower,MT,57
state-lower,MT,58
state-lower,MT,59
state-lower,MT,60
state-lower,MT,61
state-lower,MT,62
state-lower,MT,63
state-lower,MT,64
state-lower,MT,65
state-lower,MT,66
state-lower,MT,67
state-lower,MT,68
state-lower,MT,69
state-lower,MT,70
state-lower,MT,71
state-lower,MT,72
state-lower,MT,73
state-lower,MT,74
state-lower,MT,75
state-lower,MT,76
state-lower,MT,77
state-lower,MT,78
state-lower,MT,79
state-lower,MT,80
state-lower,MT,81
state-lower,MT,82
state-lower,MT,83
state-lower,MT,84
state-lower,MT,85
state-lower,MT,86
state-lower,MT,87
state-lower,MT,88
state-lower,MT,89
state-lower,MT,90
state-lower,MT,91
state-lower,MT,92
state-lower,MT,93
state-lower,MT,94
state-lower,MT,95
state-lower,MT,96
state-lower,MT,97
state-lower,MT,98
state-lower,MT,99
state-lower,MT,100
state-lower,NC,1
state-lower,NC,2
state-lower,NC,3
state-lower,NC,4
state-lower,NC,5
state-lower,NC,6
state-lower,NC,7
state-lower,NC,8
state-lower,NC,9
state-lower,NC,10
state-lower,NC,11
state-lower,NC,12
state-lower,NC,13
state-lower,NC,14
state-lower,NC,15
state-lower,NC,16
state-lower,NC,17
state-lower,NC,18
state-lower,NC,19
state-lower,NC,20
state-lower,NC,21
state-lower,NC,22
state-lower,NC,23
state-lower,NC,24
state-lower,NC,25
state-lower,NC,26
state-lower,NC,27
state-lower,NC,28
state-lower,NC,29
state-lower,NC,30
state-lower,NC,31
state-lower,NC,32
state-lower,NC,33
state-lower,NC,34
state-lower,NC,35
state-lower,NC,36
state-lower,NC,37
state-lower,NC,38
state-lower,NC,39
state-lower,NC,40
state-lower,NC,41
state-lower,NC,42
state-lower,NC,43
state-lower,NC,44
state-lower,NC,45
state-lower,NC,46
state-lower,NC,47
state-lower,NC,48
state-lower,NC,49
state-lower,NC,50
state-lower,NC,51
state-lower,NC,52
state-lower,NC,53
state-lower,NC,54
state-lower,NC,55
state-lower,NC,56
state-lower,NC,57
state-lower,NC,58
state-lower,NC,59
state-lower,NC,60
state-lower,NC,61
state-lower,NC,62
state-lower,NC,63
state-lower,NC,64
state-lower,NC,65
state-lower,NC,66
state-lower,NC,67
state-lower,NC,68
state-lower,NC,69
state-lower,NC,70
state-lower,NC,71
state-lower,NC,72
state-lower,NC,73
state-lower,NC,74
state-lower,NC,75
state-lower,NC,76
state-lower,NC,77
state-lower,NC,78
state-lower,NC,79
state-lower,NC,80
state-lower,NC,81
state-lower,NC,82
state-lower,NC,83
state-lower,NC,84
state-lower,NC,85
state-lower,NC,86
state-lower,NC,87
state-lower,NC,88
state-lower,NC,89
state-lower,NC,90
state-lower,NC,91
state-lower,NC,92
state-lower,NC,93
state-lower,NC,94
state-lower,NC,95
state-lower,NC,96
state-lower,NC,97
state-lower,NC,98
state-lower,NC,99
state-lower,NC,100
state-lower,NC,101
state-lower,NC,102
state-lower,NC,103
state-lower,NC,104
state-lower,NC,105
state-lower,NC,106
state-lower,NC,107
state-lower,NC,108
state-lower,NC,109
state-lower,NC,110
state-lower,NC,111
state-lower,NC,112
state-lower,NC,113
state-lower,NC,114
state-lower,NC,115
state-lower,NC,116
state-lower,NC,117
state-lower,NC,118
state-lower,NC,119
state-lower,NC,120
state-lower,ND,1
state-lower,ND,2
state-lower,ND,3
state-lower,ND,4
state-lower,ND,5
state-lower,ND,6
state-lower,ND,7
state-lower,ND,8
state-lower,ND,9
state-lower,ND,10
state-lower,ND,11
state-lower,ND,12
state-lower,ND,13
state-lower,ND,14
state-lower,ND,15
state-lower,ND,16
state-lower,ND,17
state-lower,ND,18
state-lower,ND,19
state-lower,ND,20
state-lower,ND,21
state-lower,ND,22
state-lower,ND,23
state-lower,ND,24
state-lower,ND,25
state-lower,ND,26
state-lower,ND,27
state-lower,ND,28
state-lower,ND,29
state-lower,ND,30
state-lower,ND,31
state-lower,ND,32
state-lower,ND,33
state-lower,ND,34
state-lower,ND,35
state-lower,ND,36
state-lower,ND,37
state-lower,ND,38
state-lower,ND,39
state-lower,ND,40
state-lower,ND,41
state-lower,ND,42
state-lower,ND,43
state-lower,ND,44
state-lower,ND,45
state-lower,ND,46
state-lower,ND,47
state-lower,NE,1
state-lower,NE,2
state-lower,NE,3
state-lower,NE,4
state-lower,NE,5
state-lower,NE,6
state-lower,NE,7
state-lower,NE,8
state-lower,NE,9
state-lower,NE,10
state-lower,NE,11
state-lower,NE,12
state-lower,NE,13
state-lower,NE,14
state-lower,NE,15
state-lower,NE,16
state-lower,NE,17
state-lower,NE,18
state-lower,NE,19
state-lower,NE,20
state-lower,NE,21
state-lower,NE,22
state-lower,NE,23
state-lower,NE,24
state-lower,NE,25
state-lower,NE,26
state-lower,NE,27
state-lower,NE,28
state-lower,NE,29
state-lower,NE,30
state-lower,NE,31
state-lower,NE,32
state-lower,NE,33
state-lower,NE,34
state-lower,NE,35
state-lower,NE,36
state-lower,NE,37
state-lower,NE,38
state-lower,NE,39
state-lower,NE,40
state-lower,NE,41
state-lower,NE,42
state-lower,NE,43
state-lower,NE,44
state-lower,NE,45
state-lower,NE,46
state-lower,NE,47
state-lower,NE,48
state-lower,NE,49
state-lower,NH,BELKNAP1
state-lower,NH,BELKNAP2
state-lower,NH,BELKNAP3
state-lower,NH,BELKNAP4
state-lower,NH,BELKNAP5
state-lower,NH,BELKNAP6
state-lower,NH,BELKNAP7
state-lower,NH,CARROLL1
state-lower,NH,CARROLL2
state-lower,NH,CARROLL3
state-lower,NH,CARROLL4
state-lower,NH,CARROLL5
state-lower,NH,CARROLL6
state-lower,NH,CHESHIRE1
state-lower,NH,CHESHIRE10
state-lower,NH,CHESHIRE11
state-lower,NH,CHESHIRE12
state-lower,NH,CHESHIRE13
state-lower,NH,CHESHIRE2
state-lower,NH,CHESHIRE3
state-lower,NH,CHESHIRE4
state-lower,NH,CHESHIRE5
state-lower,NH,CHESHIRE6
state-lower,NH,CHESHIRE7
state-lower,NH,CHESHIRE8
state-lower,NH,CHESHIRE9
state-lower,NH,COOS1
state-lower,NH,COOS2
state-lower,NH,COOS3
state-lower,NH,COOS4
state-lower,NH,COOS5
state-lower,NH,COOS6
state-lower,NH,GRAFTON1
state-lower,NH,GRAFTON10
state-lower,NH,GRAFTON11
state-lower,NH,GRAFTON12
state-lower,NH,GRAFTON13
state-lower,NH,GRAFTON2
state-lower,NH,GRAFTON3
state-lower,NH,GRAFTON4
state-lower,NH,GRAFTON5
state-lower,NH,GRAFTON6
state-lower,NH,GRAFTON7
state-lower,NH,GRAFTON8
state-lower,NH,GRAFTON9
state-lower,NH,HILLSBORO1
state-lower,NH,HILLSBORO10
state-lower,NH,HILLSBORO11
state-lower,NH,HILLSBORO12
state-lower,NH,HILLSBORO13
state-lower,NH,HILLSBORO14
state-lower,NH,HILLSBORO15
state-lower,NH,HILLSBORO16
state-lower,NH,HILLSBORO17
state-lower,NH,HILLSBORO18
state-lower,NH,HILLSBORO19
state-lower,NH,HILLSBORO2
state-lower,NH,HILLSBORO20
state-lower,NH,HILLSBORO21
state-lower,NH,HILLSBORO22
state-lower,NH,HILLSBORO23
state-lower,NH,HILLSBORO24
state-lower,NH,HILLSBORO25
state-lower,NH,HILLSBORO26
state-lower,NH,HILLSBORO27
state-lower,NH,HILLSBORO28
state-lower,NH,HILLSBORO29
state-lower,NH,HILLSBORO3
state-lower,NH,HILLSBORO30
state-lower,NH,HILLSBORO31
state-lower,NH,HILLSBORO32
state-lower,NH,HILLSBORO33
state-lower,NH,HILLSBORO34
state-lower,NH,HILLSBORO35
state-lower,NH,HILLSBORO36
state-lower,NH,HILLSBORO37
state-lower,NH,HILLSBORO4
state-lower,NH,HILLSBORO5
state-lower,NH,HILLSBORO6
state-lower,NH,HILLSBORO7
state-lower,NH,HILLSBORO8
state-lower,NH,HILLSBORO9
state-lower,NH,MERRIMACK1
state-lower,NH,MERRIMACK10
state-lower,NH,MERRIMACK11
state-lower,NH,MERRIMACK12
state-lower,NH,MERRIMACK13
state-lower,NH,MERRIMACK14
state-lower,NH,MERRIMACK15
state-lower,NH,MERRIMACK16
state-lower,NH,MERRIMACK17
state-lower,NH,MERRIMACK18
state-lower,NH,MERRIMACK19
state-lower,NH,MERRIMACK2
state-lower,NH,MERRIMACK20
state-lower,NH,MERRIMACK21
state-lower,NH,MERRIMACK22
state-lower,NH,MERRIMACK23
state-lower,NH,MERRIMACK24
state-lower,NH,MERRIMACK3
state-lower,NH,MERRIMACK4
state-lower,NH,MERRIMACK5
state-lower,NH,MERRIMACK6
state-lower,NH,MERRIMACK7
state-lower,NH,MERRIMACK8
state-lower,NH,MERRIMACK9
state-lower,NH,ROCKINGHAM1
state-lower,NH,ROCKINGHAM10
state-lower,NH,ROCKINGHAM11
state-lower,NH,ROCKINGHAM12
state-lower,NH,ROCKINGHAM13
state-lower,NH,ROCKINGHAM14
state-lower,NH,ROCKINGHAM15
state-lower,NH,ROCKINGHAM16
state-lower,NH,ROCKINGHAM17
state-lower,NH,ROCKINGHAM18
state-lower,NH,ROCKINGHAM19
state-lower,NH,ROCKINGHAM2
state-lower,NH,ROCKINGHAM20
state-lower,NH,ROCKINGHAM21
state-lower,NH,ROCKINGHAM22
state-lower,NH,ROCKINGHAM23
state-lower,NH,ROCKINGHAM24
state-lower,NH,ROCKINGHAM25
state-lower,NH,ROCKINGHAM26
state-lower,NH,ROCKINGHAM27
state-lower,NH,ROCKINGHAM28
state-lower,NH,ROCKINGHAM29
state-lower,NH,ROCKINGHAM3
state-lower,NH,ROCKINGHAM4
state-lower,NH,ROCKINGHAM5
state-lower,NH,ROCKINGHAM6
state-lower,NH,ROCKINGHAM7
state-lower,NH,ROCKINGHAM8
state-lower,NH,ROCKINGHAM9
state-lower,NH,STRAFFORD1
state-lower,NH,STRAFFORD10
state-lower,NH,STRAFFORD11
state-lower,NH,STRAFFORD12
state-lower,NH,STRAFFORD13
state-lower,NH,STRAFFORD14
state-lower,NH,STRAFFORD15
state-lower,NH,STRAFFORD16
state-lower,NH,STRAFFORD17
state-lower,NH,STRAFFORD18
state-lower,NH,STRAFFORD2
state-lower,NH,STRAFFORD3
state-lower,NH,STRAFFORD4
state-lower,NH,STRAFFORD5
state-lower,NH,STRAFFORD6
state-lower,NH,STRAFFORD7
state-lower,NH,STRAFFORD8
state-lower,NH,STRAFFORD9
state-lower,NH,SULLIVAN1
state-lower,NH,SULLIVAN2
state-lower,NH,SULLIVAN3
state-lower,NH,SULLIVAN4
state-lower,NH,SULLIVAN5
state-lower,NH,SULLIVAN6
state-lower,NH,SULLIVAN7
state-lower,NH,SULLIVAN8
state-lower,NJ,1
state-lower,NJ,2
state-lower,NJ,3
state-lower,NJ,4
state-lower,NJ,5
state-lower,NJ,6
state-lower,NJ,7
state-lower,NJ,8
state-lower,NJ,9
state-lower,NJ,10
state-lower,NJ,11
state-lower,NJ,12
state-lower,NJ,13
state-lower,NJ,14
state-lower,NJ,15
state-lower,NJ,16
state-lower,NJ,17
state-lower,NJ,18
state-lower,NJ,19
state-lower,NJ,20
state-lower,NJ,21
state-lower,NJ,22
state-lower,NJ,23
state-lower,NJ,24
state-lower,NJ,25
state-lower,NJ,26
state-lower,NJ,27
state-lower,NJ,28
state-lower,NJ,29
state-lower,NJ,30
state-lower,NJ,31
state-lower,NJ,32
state-lower,NJ,33
state-lower,NJ,34
state-lower,NJ,35
state-lower,NJ,36
state-lower,NJ,37
state-lower,NJ,38
state-lower,NJ,39
state-lower,NJ,40
state-lower,NM,1
state-lower,NM,2
state-lower,NM,3
state-lower,NM,4
state-lower,NM,5
state-lower,NM,6
state-lower,NM,7
state-lower,NM,8
state-lower,NM,9
state-lower,NM,10
state-lower,NM,11
state-lower,NM,12
state-lower,NM,13
state-lower,NM,14
state-lower,NM,15
state-lower,NM,16
state-lower,NM,17
state-lower,NM,18
state-lower,NM,19
state-lower,NM,20
state-lower,NM,21
state-lower,NM,22
state-lower,NM,23
state-lower,NM,24
state-lower,NM,25
state-lower,NM,26
state-lower,NM,27
state-lower,NM,28
state-lower,NM,29
state-lower,NM,30
state-lower,NM,31
state-lower,NM,32
state-lower,NM,33
state-lower,NM,34
state-lower,NM,35
state-lower,NM,36
state-lower,NM,37
state-lower,NM,38
state-lower,NM,39
state-lower,NM,40
state-lower,NM,41
state-lower,NM,42
state-lower,NM,43
state-lower,NM,44
state-lower,NM,45
state-lower,NM,46
state-lower,NM,47
state-lower,NM,48
state-lower,NM,49
state-lower,NM,50
state-lower,NM,51
state-lower,NM,52
state-lower,NM,53
state-lower,NM,54
state-lower,NM,55
state-lower,NM,56
state-lower,NM,57
state-lower,NM,58
state-lower,NM,59
state-lower,NM,60
state-lower,NM,61
state-lower,NM,62
state-lower,NM,63
state-lower,NM,64
state-lower,NM,65
state-lower,NM,66
state-lower,NM,67
state-lower,NM,68
state-lower,NM,69
state-lower,NM,70
state-lower,NV,1
state-lower,NV,2
state-lower,NV,3
state-lower,NV,4
state-lower,NV,5
state-lower,NV,6
state-lower,NV,7
state-lower,NV,8
state-lower,NV,9
state-lower,NV,10
state-lower,NV,11
state-lower,NV,12
state-lower,NV,13
state-lower,NV,14
state-lower,NV,15
state-lower,NV,16
state-lower,NV,17
state-lower,NV,18
state-lower,NV,19
state-lower,NV,20
state-lower,NV,21
state-lower,NV,22
state-lower,NV,23
state-lower,NV,24
state-lower,NV,25
state-lower,NV,26
state-lower,NV,27
state-lower,NV,28
state-lower,NV,29
state-lower,NV,30
state-lower,NV,31
state-lower,NV,32
state-lower,NV,33
state-lower,NV,34
state-lower,NV,35
state-lower,NV,36
state-lower,NV,37
state-lower,NV,38
state-lower,NV,39
state-lower,NV,40
state-lower,NV,41
state-lower,NV,42
state-lower,NY,1
state-lower,NY,2
state-lower,NY,3
state-lower,NY,4
state-lower,NY,5
state-lower,NY,6
state-lower,NY,7
state-lower,NY,8
state-lower,NY,9
state-lower,NY,10
state-lower,NY,11
state-lower,NY,12
state-lower,NY,13
state-lower,NY,14
state-lower,NY,15
state-lower,NY,16
state-lower,NY,17
state-lower,NY,18
state-lower,NY,19
state-lower,NY,20
state-lower,NY,21
state-lower,NY,22
state-lower,NY,23
state-lower,NY,24
state-lower,NY,25
state-lower,NY,26
state-lower,NY,27
state-lower,NY,28
state-lower,NY,29
state-lower,NY,30
state-lower,NY,31
state-lower,NY,32
state-lower,NY,33
state-lower,NY,34
state-lower,NY,35
state-lower,NY,36
state-lower,NY,37
state-lower,NY,38
state-lower,NY,39
state-lower,NY,40
state-lower,NY,41
state-lower,NY,42
state-lower,NY,43
state-lower,NY,44
state-lower,NY,45
state-lower,NY,46
state-lower,NY,47
state-lower,NY,48
state-lower,NY,49
state-lower,NY,50
state-lower,NY,51
state-lower,NY,52
state-lower,NY,53
state-lower,NY,54
state-lower,NY,55
state-lower,NY,56
state-lower,NY,57
state-lower,NY,58
state-lower,NY,59
state-lower,NY,60
state-lower,NY,61
state-lower,NY,62
state-lower,NY,63
state-lower,NY,64
state-lower,NY,65
state-lower,NY,66
state-lower,NY,67
state-lower,NY,68
state-lower,NY,69
state-lower,NY,70
state-lower,NY,71
state-lower,NY,72
state-lower,NY,73
state-lower,NY,74
state-lower,NY,75
state-lower,NY,76
state-lower,NY,77
state-lower,NY,78
state-lower,NY,79
state-lower,NY,80
state-lower,NY,81
state-lower,NY,82
state-lower,NY,83
state-lower,NY,84
state-lower,NY,85
state-lower,NY,86
state-lower,NY,87
state-lower,NY,88
state-lower,NY,89
state-lower,NY,90
state-lower,NY,91
state-lower,NY,92
state-lower,NY,93
state-lower,NY,94
state-lower,NY,95
state-lower,NY,96
state-lower,NY,97
state-lower,NY,98
state-lower,NY,99
state-lower,NY,100
state-lower,NY,101
state-lower,NY,102
state-lower,NY,103
state-lower,NY,104
state-lower,NY,105
state-lower,NY,106
state-lower,NY,107
state-lower,NY,108
state-lower,NY,109
state-lower,NY,110
state-lower,NY,111
state-lower,NY,112
state-lower,NY,113
state-lower,NY,114
state-lower,NY,115
state-lower,NY,116
state-lower,NY,117
state-lower,NY,118
state-lower,NY,119
state-lower,NY,120
state-lower,NY,121
state-lower,NY,122
state-lower,NY,123
state-lower,NY,124
state-lower,NY,125
state-lower,NY,126
state-lower,NY,127
state-lower,NY,128
state-lower,NY,129
state-lower,NY,130
state-lower,NY,131
state-lower,NY,132
state-lower,NY,133
state-lower,NY,134
state-lower,NY,135
state-lower,NY,136
state-lower,NY,137
state-lower,NY,138
state-lower,NY,139
state-lower,NY,140
state-lower,NY,141
state-lower,NY,142
state-lower,NY,143
state-lower,NY,144
state-lower,NY,145
state-lower,NY,146
state-lower,NY,147
state-lower,NY,148
state-lower,NY,149
state-lower,NY,150
state-lower,OH,1
state-lower,OH,2
state-lower,OH,3
state-lower,OH,4
state-lower,OH,5
state-lower,OH,6
state-lower,OH,7
state-lower,OH,8
state-lower,OH,9
state-lower,OH,10
state-lower,OH,11
state-lower,OH,12
state-lower,OH,13
state-lower,OH,14
state-lower,OH,15
state-lower,OH,16
state-lower,OH,17
state-lower,OH,18
state-lower,OH,19
state-lower,OH,20
state-lower,OH,21
state-lower,OH,22
state-lower,OH,23
state-lower,OH,24
state-lower,OH,25
state-lower,OH,26
state-lower,OH,27
state-lower,OH,28
state-lower,OH,29
state-lower,OH,30
state-lower,OH,31
